Timestamp,Alert_Type,Alert_Level,EAR,MAR,Head_Deviation,Latency_MS
2026-05-30 19:18:09.680,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.8
2026-05-30 19:18:09.713,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:09.743,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,6.9
2026-05-30 19:18:09.774,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.4
2026-05-30 19:18:09.808,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.4
2026-05-30 19:18:09.842,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.1
2026-05-30 19:18:09.890,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,16.7
2026-05-30 19:18:09.923,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.8
2026-05-30 19:18:09.957,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,9.6
2026-05-30 19:18:09.994,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.4
2026-05-30 19:18:10.062,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.0
2026-05-30 19:18:10.143,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,26.1
2026-05-30 19:18:10.179,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.8
2026-05-30 19:18:10.213,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.6
2026-05-30 19:18:10.244,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.0
2026-05-30 19:18:10.277,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.8
2026-05-30 19:18:10.310,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.1
2026-05-30 19:18:10.343,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.3
2026-05-30 19:18:10.379,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,15.2
2026-05-30 19:18:10.412,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.5
2026-05-30 19:18:10.442,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.7
2026-05-30 19:18:10.473,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.4
2026-05-30 19:18:10.505,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:10.544,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.7
2026-05-30 19:18:10.580,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.9
2026-05-30 19:18:10.613,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.5
2026-05-30 19:18:10.648,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.7
2026-05-30 19:18:10.683,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.4
2026-05-30 19:18:10.717,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.5
2026-05-30 19:18:10.749,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.4
2026-05-30 19:18:10.781,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.9
2026-05-30 19:18:10.812,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.8
2026-05-30 19:18:10.842,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.1
2026-05-30 19:18:10.875,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.6
2026-05-30 19:18:10.909,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.4
2026-05-30 19:18:10.945,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.0
2026-05-30 19:18:10.983,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,16.2
2026-05-30 19:18:11.014,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.6
2026-05-30 19:18:11.047,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.4
2026-05-30 19:18:11.080,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.9
2026-05-30 19:18:11.113,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.1
2026-05-30 19:18:11.147,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.9
2026-05-30 19:18:11.179,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,11.7
2026-05-30 19:18:11.213,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.8
2026-05-30 19:18:11.242,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.3
2026-05-30 19:18:11.280,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.0
2026-05-30 19:18:11.315,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,14.7
2026-05-30 19:18:11.350,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.4
2026-05-30 19:18:11.380,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,8.0
2026-05-30 19:18:11.412,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.7
2026-05-30 19:18:11.439,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,6.1
2026-05-30 19:18:11.476,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,16.7
2026-05-30 19:18:15.107,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,7.6
2026-05-30 19:18:15.141,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,10.4
2026-05-30 19:18:15.212,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,12.2
2026-05-30 19:18:15.246,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.9
2026-05-30 19:18:15.279,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.9
2026-05-30 19:18:15.314,CRITICAL ALERT: FACE LOST,2,0.0,0.0,0.0,13.7
